Compound Name,Attrition resistance,Thermal Stability,Average particle size,Particle size distribution,density,rare earth oxides,catalyst surface area,micropore surface area,zeolite surface area,X-ray fluorescence
Compound_888,98.34,640.19,7.04,0.51,1.447,0.56,73.72,39.97,249.43,0.2143
Compound_889,91.7,732.87,1.31,1.14,1.367,3.45,231.22,72.83,224.39,0.0997
Compound_890,85.45,849.54,9.82,1.49,0.807,0.7,130.52,62.07,130.04,0.9434
Compound_891,87.3,873.78,8.02,2.01,1.225,3.13,209.5,66.58,321.49,0.9864
Compound_892,94.65,833.08,8.85,0.93,0.859,2.41,178.52,84.63,277.51,0.5709
Compound_893,90.54,611.46,6.54,2.16,0.91,2.97,198.4,24.78,149.39,0.9801
Compound_894,87.87,668.23,2.54,1.84,1.227,3.22,72.0,90.42,255.71,0.3134
Compound_895,89.25,717.02,8.77,2.36,1.012,4.32,245.38,93.77,198.3,0.577
Compound_896,85.49,847.23,1.05,1.63,1.037,1.61,211.23,86.63,343.68,0.8532
Compound_897,85.29,755.85,5.05,0.52,1.19,3.31,197.98,76.27,328.54,0.0668
Compound_898,82.33,778.94,3.47,0.66,1.101,2.77,132.19,74.84,357.51,0.3328
Compound_899,95.1,794.61,6.74,1.61,0.808,3.48,144.01,94.83,427.19,0.5877
Compound_900,85.04,661.12,4.06,1.45,1.007,2.57,91.34,97.99,143.17,0.9319
Compound_901,98.27,757.61,7.52,1.37,1.241,1.7,125.29,62.04,299.25,0.5795
Compound_902,85.73,710.09,1.76,0.6,0.977,0.37,75.94,83.16,115.55,0.6589
Compound_903,85.45,861.46,5.36,1.11,1.162,1.91,191.08,20.31,498.8,0.4256
Compound_904,86.96,813.06,4.28,2.17,1.118,3.6,76.86,86.15,394.29,0.2117
Compound_905,82.91,694.89,9.78,1.01,1.119,0.15,149.31,61.42,481.25,0.5167
Compound_906,96.38,764.14,1.37,1.13,1.203,4.75,264.78,30.55,188.04,0.2012
Compound_907,98.45,855.8,7.97,1.29,1.153,2.32,113.35,55.45,112.2,0.1318
Compound_908,97.73,825.5,4.81,1.53,1.059,3.7,246.05,78.7,389.04,0.2045
Compound_909,86.76,740.95,3.98,2.01,1.031,0.69,149.76,98.19,190.35,0.6122
Compound_910,88.66,621.31,5.39,1.9,1.159,4.36,122.23,17.76,474.63,0.3782
Compound_911,91.53,837.6,3.92,1.93,0.895,1.46,86.18,83.01,189.06,0.7174
Compound_912,98.87,758.33,5.86,1.42,1.028,2.38,200.7,98.74,475.11,0.8622
Compound_913,97.78,740.35,6.92,2.29,1.075,4.81,153.95,64.1,383.92,0.9506
Compound_914,84.89,823.84,5.69,1.04,1.344,2.76,215.24,39.06,292.51,0.6174
Compound_915,88.1,659.51,9.65,1.52,1.314,2.06,138.78,46.64,263.68,0.5442
Compound_916,90.87,749.15,2.21,1.49,0.918,0.63,283.16,64.45,363.8,0.4018
Compound_917,98.18,791.38,7.92,1.24,1.472,4.1,263.49,25.5,208.39,0.2856
Compound_918,85.42,856.62,1.29,0.65,0.992,1.0,107.96,81.81,325.25,0.0058
Compound_919,88.59,722.37,2.03,1.85,1.291,3.6,232.12,10.0,481.57,0.8142
Compound_920,98.08,604.69,9.4,2.12,1.386,0.47,234.69,96.39,371.42,0.5706
Compound_921,98.91,732.88,6.39,1.45,1.453,0.38,175.28,71.83,416.76,0.583
Compound_922,98.18,882.6,1.58,1.3,0.816,1.65,184.22,91.97,438.62,0.1275
Compound_923,81.86,776.78,5.79,1.03,1.43,4.64,150.65,90.13,253.58,0.7368
Compound_924,89.52,636.77,9.35,1.41,1.314,1.84,54.72,19.05,298.49,0.69
Compound_925,86.69,808.65,7.29,1.91,1.145,4.57,172.3,50.52,179.75,0.3077
Compound_926,80.85,790.06,3.24,1.11,1.34,1.64,110.55,25.22,409.94,0.1297
Compound_927,89.08,752.08,7.19,1.77,1.368,0.22,124.11,35.21,158.41,0.2892
Compound_928,86.2,756.57,6.97,1.26,1.304,1.68,122.57,58.71,109.49,0.0798
Compound_929,88.36,882.87,7.49,0.68,1.392,3.66,202.74,83.83,261.64,0.2215
Compound_930,90.24,764.65,5.84,1.63,1.464,4.51,268.93,82.13,477.37,0.0985
Compound_931,85.3,748.52,8.62,1.51,1.324,0.69,113.1,75.86,165.89,0.3514
Compound_932,85.3,704.96,7.37,1.24,1.189,0.5,251.25,43.29,359.41,0.7254
Compound_933,84.19,865.4,6.55,1.36,0.928,4.71,238.77,28.72,235.08,0.8097
Compound_934,93.91,829.74,4.97,1.93,1.071,1.06,208.17,97.84,224.24,0.461
Compound_935,93.48,762.45,8.59,2.02,0.841,4.99,238.1,87.75,360.48,0.8563
Compound_936,82.25,704.32,8.89,0.9,0.855,3.94,258.87,24.64,441.74,0.6868
Compound_937,90.4,849.08,4.77,0.89,0.999,2.53,182.83,82.5,416.54,0.5814
Compound_938,95.62,657.53,1.45,2.25,0.853,1.23,223.83,46.85,450.53,0.298
Compound_939,80.24,690.2,6.2,1.25,1.174,4.38,278.12,33.94,284.86,0.5491
Compound_940,98.98,899.59,3.12,1.95,1.065,0.04,52.31,51.45,295.33,0.0226
Compound_941,93.74,688.2,6.04,1.1,0.917,2.04,108.07,58.13,179.53,0.5084
Compound_942,83.15,801.29,7.79,0.72,1.127,0.35,199.55,33.8,311.05,0.5175
Compound_943,98.49,764.72,6.25,1.3,1.464,3.89,121.35,85.98,272.96,0.8287
Compound_944,96.46,656.66,7.31,1.08,1.008,1.48,231.39,30.68,100.36,0.7152
Compound_945,83.42,631.34,3.14,1.26,1.133,0.22,292.64,74.45,229.28,0.3187
Compound_946,88.97,787.87,2.32,0.88,1.402,1.28,145.05,88.41,365.26,0.3417
Compound_947,93.67,605.9,7.62,1.47,1.369,4.77,281.45,91.83,304.87,0.3601
Compound_948,89.3,806.97,8.96,0.91,1.443,4.08,294.71,89.22,211.97,0.106
Compound_949,82.24,687.37,6.53,2.11,1.429,3.12,51.41,26.77,139.89,0.3633
Compound_950,90.03,613.02,4.14,0.86,1.253,2.32,173.83,48.49,482.41,0.2147
Compound_951,90.33,820.81,6.01,2.36,1.065,2.32,72.13,64.81,215.28,0.1603
Compound_952,90.89,759.69,1.68,1.9,1.237,0.95,167.36,74.83,311.77,0.3955
Compound_953,86.45,783.12,9.45,1.84,0.852,2.3,272.71,18.5,495.55,0.9491
Compound_954,81.57,880.02,4.27,2.19,1.093,2.2,208.56,79.7,113.52,0.5932
Compound_955,83.73,703.78,4.13,1.44,1.034,0.54,86.41,13.01,288.1,0.9544
Compound_956,82.31,883.88,7.6,1.77,1.252,4.13,76.73,55.43,378.84,0.5868
Compound_957,96.66,621.68,7.22,1.57,1.065,1.7,205.21,90.19,298.47,0.8247
Compound_958,88.04,630.72,1.55,0.6,1.066,1.69,229.48,76.85,120.34,0.2211
Compound_959,85.49,764.28,2.3,0.77,1.461,4.02,95.16,46.59,242.25,0.791
Compound_960,90.2,638.35,7.65,1.29,0.984,1.88,174.44,40.88,196.76,0.3985
Compound_961,80.38,831.75,2.54,0.59,1.258,3.87,253.46,54.42,182.15,0.7372
Compound_962,93.99,673.88,9.13,0.71,1.488,4.3,221.97,94.49,388.92,0.1905
Compound_963,88.84,621.45,4.51,1.98,1.071,1.65,198.84,88.5,119.03,0.3855
Compound_964,83.16,808.61,1.95,1.83,1.0,0.99,284.09,11.67,275.11,0.0216
Compound_965,89.67,750.31,3.89,0.76,1.063,3.36,245.6,57.77,335.93,0.2006
Compound_966,85.75,648.57,3.24,0.95,1.164,2.81,286.24,27.6,356.67,0.8173
Compound_967,91.2,676.5,3.36,0.58,1.014,3.72,61.88,29.74,382.49,0.7827
Compound_968,89.11,809.42,4.49,0.82,1.079,2.9,287.01,16.19,302.96,0.3289
Compound_969,90.17,607.19,3.82,2.14,1.188,2.25,121.38,36.82,253.24,0.8356
Compound_970,99.34,731.6,4.54,2.19,1.099,2.76,107.74,76.92,312.8,0.809
Compound_971,95.61,664.5,7.44,2.1,1.042,0.86,50.66,50.58,240.97,0.5549
Compound_972,83.76,857.9,3.32,0.95,1.136,2.49,103.77,34.47,167.88,0.7185
Compound_973,95.4,738.7,7.43,1.97,0.897,4.83,255.26,28.4,174.47,0.1257
Compound_974,82.77,824.45,5.23,2.07,1.322,3.02,221.59,11.65,224.71,0.6378
Compound_975,80.19,609.89,8.67,1.87,0.986,3.44,248.11,37.61,114.41,0.9328
Compound_976,86.9,631.94,5.43,2.04,0.955,1.35,110.68,99.25,178.96,0.5755
Compound_977,98.51,644.07,9.74,2.39,1.419,1.07,208.51,78.48,494.41,0.1804
Compound_978,95.32,701.64,2.58,1.34,1.356,2.32,184.38,99.56,259.64,0.6154
Compound_979,87.3,717.84,7.26,2.38,1.18,3.84,72.3,29.0,300.85,0.02
Compound_980,85.06,755.22,1.13,1.03,1.16,2.87,281.44,68.08,265.89,0.9304
Compound_981,95.7,660.0,2.18,1.85,1.192,3.95,234.7,66.27,494.55,0.5336
Compound_982,82.26,848.48,3.27,2.05,1.47,3.48,199.01,51.43,245.76,0.353
Compound_983,92.73,825.38,7.11,0.9,1.146,3.96,168.93,58.3,408.45,0.6613
Compound_984,88.19,868.62,2.46,2.49,0.883,0.07,272.5,32.05,391.88,0.811
Compound_985,97.18,897.48,3.65,1.92,0.881,2.03,261.99,43.09,336.44,0.5038
Compound_986,92.92,891.87,1.5,1.65,1.404,2.41,69.63,60.45,232.83,0.1549
Compound_987,96.98,756.48,9.4,2.11,1.285,0.03,156.96,27.77,464.32,0.1746
Compound_988,85.72,755.05,3.37,0.92,1.219,0.44,64.54,43.5,388.27,0.5548
Compound_989,88.46,769.73,4.29,2.37,0.838,3.37,272.82,82.35,173.62,0.2959
Compound_990,94.34,625.28,8.31,1.94,1.311,0.5,229.44,71.18,432.37,0.0416
Compound_991,80.46,711.9,2.34,1.62,1.442,1.96,261.24,10.02,167.41,0.0304
Compound_992,86.56,872.46,1.87,1.71,1.116,4.69,80.63,29.08,111.82,0.4339
Compound_993,85.56,860.97,6.44,1.73,1.172,0.46,161.25,99.96,434.09,0.8935
Compound_994,96.46,630.91,3.05,0.51,1.012,0.54,168.2,70.94,449.8,0.7492
Compound_995,98.77,616.17,1.11,1.82,1.003,1.27,132.72,34.28,304.57,0.4401
Compound_996,90.25,801.81,4.48,1.0,0.916,1.75,235.45,78.1,366.76,0.234
Compound_997,91.76,771.21,5.36,1.6,1.144,2.83,228.88,19.87,399.85,0.1359
Compound_998,81.33,892.82,9.61,0.62,1.11,0.93,171.34,84.72,480.24,0.6343
Compound_999,87.08,781.0,3.81,2.32,1.409,2.79,131.2,36.41,113.37,0.8158
Compound_1000,89.01,697.54,5.24,2.14,0.887,4.29,274.38,95.2,259.0,0.2171
Compound_1001,87.47,699.87,2.59,1.71,1.134,4.33,58.03,67.95,405.18,0.7595
Compound_1002,97.72,818.71,9.35,1.17,1.152,0.07,51.74,31.61,140.32,0.2602
Compound_1003,83.54,608.56,9.18,0.52,1.315,0.76,278.06,90.35,361.56,0.6722
Compound_1004,80.11,895.46,8.9,2.29,1.261,1.72,273.41,36.24,325.08,0.0997
Compound_1005,98.44,642.23,3.02,1.62,1.335,3.1,108.03,10.08,402.86,0.9852
Compound_1006,96.2,738.06,9.13,1.32,1.167,2.39,161.91,79.77,310.71,0.3167
Compound_1007,85.16,611.32,6.25,0.96,0.904,3.27,220.3,77.69,301.43,0.8941
Compound_1008,98.73,842.21,6.72,1.11,1.488,1.37,100.66,49.79,122.74,0.9785
Compound_1009,91.77,767.09,6.9,1.49,0.822,3.06,229.04,47.51,402.92,0.227
Compound_1010,84.43,648.43,4.35,2.19,1.38,1.91,197.28,74.87,196.48,0.1681
Compound_1011,99.44,785.27,9.83,1.18,1.292,1.11,115.3,56.07,227.85,0.1676
Compound_1012,85.26,610.72,7.34,1.48,0.866,0.86,75.63,65.13,137.68,0.7543
Compound_1013,80.41,674.81,9.02,1.94,0.851,4.11,173.26,86.21,340.3,0.6818
Compound_1014,99.87,669.7,6.62,1.42,0.828,0.07,79.81,68.42,326.87,0.5534
Compound_1015,80.64,740.79,9.32,1.3,1.237,3.9,245.98,56.74,443.18,0.3914
Compound_1016,97.77,672.07,3.52,0.61,1.357,2.09,107.28,30.86,460.56,0.8339
Compound_1017,91.07,784.83,5.27,1.28,1.441,0.63,154.61,41.01,299.26,0.4576
Compound_1018,90.38,641.98,5.62,0.98,0.929,0.32,240.66,48.47,350.66,0.7276
Compound_1019,93.59,741.15,4.49,1.25,1.248,2.47,262.28,88.72,168.22,0.1362
Compound_1020,92.61,690.37,1.17,2.28,0.959,4.65,229.36,78.64,180.58,0.2342
Compound_1021,90.43,651.63,3.75,1.14,0.912,1.03,247.14,25.05,111.38,0.6294
Compound_1022,99.52,699.36,2.07,1.64,1.434,3.92,205.63,38.36,316.75,0.0912
Compound_1023,93.58,817.53,9.69,1.02,0.813,2.73,226.7,81.14,177.5,0.2618
Compound_1024,90.25,699.18,8.74,1.45,1.36,2.9,243.27,39.94,432.57,0.2746
Compound_1025,90.92,664.2,5.28,1.14,0.987,4.83,90.02,80.86,493.67,0.0199
Compound_1026,93.98,675.87,1.36,1.31,1.455,0.06,196.97,55.13,449.35,0.084
Compound_1027,93.63,804.03,7.02,2.38,1.376,0.21,167.77,45.82,224.06,0.4513
Compound_1028,87.68,729.7,9.81,0.68,1.446,2.4,205.94,84.72,244.19,0.4304
Compound_1029,88.19,712.42,9.33,2.16,0.876,0.54,156.97,18.88,347.64,0.1437
Compound_1030,90.45,602.17,3.85,1.85,1.139,4.89,268.53,42.32,118.19,0.8456
Compound_1031,98.22,846.19,2.15,2.5,0.981,3.62,277.01,31.21,463.3,0.3095
Compound_1032,99.53,684.38,9.58,0.61,1.296,2.66,169.47,30.11,382.24,0.1908
Compound_1033,91.06,675.97,9.6,0.56,0.94,1.21,153.52,30.95,296.54,0.8725
Compound_1034,94.24,773.99,1.8,1.89,0.916,3.93,112.51,47.53,240.19,0.8588
Compound_1035,82.53,769.69,2.28,1.91,1.434,2.17,172.02,93.47,308.4,0.4876
Compound_1036,91.57,806.77,1.96,2.14,1.105,0.36,246.55,43.93,140.15,0.6338
Compound_1037,97.6,866.33,9.62,2.24,0.801,1.9,254.64,42.96,340.62,0.6063
Compound_1038,87.3,871.34,5.53,1.43,1.498,2.47,94.6,56.18,425.61,0.7769
Compound_1039,95.77,812.41,3.29,2.22,1.425,0.97,82.61,97.8,447.33,0.8932
Compound_1040,97.73,762.51,6.82,1.59,0.836,3.73,176.33,68.29,301.06,0.4918
Compound_1041,83.44,683.61,2.43,0.89,1.481,0.77,117.32,63.15,344.07,0.154
Compound_1042,95.87,835.56,3.14,1.08,1.457,4.13,224.45,17.4,267.31,0.5593
Compound_1043,83.75,734.47,6.41,1.15,1.347,4.2,130.9,85.48,141.43,0.8377
Compound_1044,83.06,624.88,6.78,1.44,1.436,1.82,121.79,55.07,282.38,0.3444
Compound_1045,93.87,827.87,8.68,2.45,0.987,3.58,148.56,70.94,290.39,0.9938
Compound_1046,94.58,885.75,8.51,2.31,1.37,2.3,112.95,43.33,108.09,0.524
Compound_1047,90.1,757.58,9.77,2.32,0.913,1.84,155.99,42.45,419.4,0.524
Compound_1048,91.44,855.9,8.25,0.76,1.3,2.18,123.66,14.5,294.9,0.3554
Compound_1049,85.03,808.4,7.93,0.99,0.835,4.24,52.49,94.34,351.05,0.3218
Compound_1050,84.93,602.7,3.12,0.78,1.229,0.83,182.16,63.11,219.22,0.0351
Compound_1051,80.75,607.9,7.65,1.14,1.357,2.16,163.25,56.16,385.21,0.2735
Compound_1052,82.43,766.82,3.94,1.38,1.253,2.47,205.07,58.98,395.92,0.7059
Compound_1053,90.68,803.67,8.86,1.36,1.089,3.82,195.64,16.39,456.84,0.0308
Compound_1054,94.97,827.64,9.58,0.61,1.218,2.14,132.66,18.13,325.06,0.479
Compound_1055,82.09,783.75,7.64,2.03,1.434,2.05,288.27,87.89,218.6,0.1593
Compound_1056,88.71,720.57,6.18,1.67,1.325,2.55,76.21,87.25,223.91,0.9713
Compound_1057,82.36,887.48,1.82,0.96,0.833,3.53,262.57,49.07,471.41,0.5903
Compound_1058,92.6,853.63,3.67,1.21,1.434,4.5,294.12,91.17,150.95,0.8237
Compound_1059,88.2,897.24,5.25,1.61,1.171,1.61,68.76,90.61,421.07,0.1395
Compound_1060,95.54,787.75,4.68,1.01,1.402,3.5,186.93,64.86,136.43,0.4739
Compound_1061,83.87,662.52,6.95,2.32,1.083,1.04,212.19,88.41,399.33,0.8688
Compound_1062,90.73,825.56,2.26,1.2,1.073,2.56,282.27,88.69,153.81,0.1728
Compound_1063,87.15,687.22,6.53,2.31,1.474,3.27,259.54,57.27,183.33,0.5247
Compound_1064,91.1,822.74,2.98,1.24,1.055,4.8,160.99,77.96,400.32,0.2655
Compound_1065,91.44,868.29,5.28,2.39,0.95,0.37,272.86,86.29,497.04,0.6794
Compound_1066,98.73,848.08,8.6,1.64,1.068,4.67,158.03,58.49,278.45,0.5648
Compound_1067,89.41,614.39,8.94,1.39,1.212,0.7,50.85,32.08,381.83,0.0992
Compound_1068,98.18,664.51,2.84,0.86,0.81,3.86,268.76,65.27,175.28,0.2853
Compound_1069,89.52,886.3,3.23,1.96,1.108,1.49,163.98,16.41,419.47,0.2433
Compound_1070,94.51,620.5,9.6,0.89,1.418,4.05,291.96,53.01,390.96,0.3707
Compound_1071,83.69,732.92,2.49,2.46,0.867,2.95,206.62,58.43,364.87,0.1162
Compound_1072,91.1,686.16,9.46,2.02,1.481,0.19,121.28,27.59,104.46,0.2423
Compound_1073,93.58,669.33,5.58,2.28,1.286,1.97,143.12,51.02,170.82,0.634
Compound_1074,87.28,855.71,7.81,1.72,1.055,1.05,244.04,53.78,189.9,0.1952
Compound_1075,83.31,833.15,3.06,1.55,1.116,2.9,269.29,88.1,280.43,0.0154
Compound_1076,88.53,781.86,6.02,1.8,0.908,3.23,95.66,77.55,235.64,0.7099
Compound_1077,80.96,722.36,7.35,0.95,1.357,3.15,196.89,41.82,292.98,0.5973
Compound_1078,89.45,809.49,4.9,0.9,0.95,0.03,125.24,77.4,417.67,0.2025
Compound_1079,99.18,750.72,9.25,1.91,1.306,0.43,105.0,10.79,386.45,0.3444
Compound_1080,95.73,701.68,8.37,0.76,0.921,1.7,152.12,41.38,405.46,0.097
Compound_1081,87.02,851.17,1.6,2.38,1.49,0.44,122.82,43.52,410.56,0.5959
Compound_1082,92.89,827.25,2.06,2.17,1.294,2.89,272.43,73.03,180.68,0.4297
Compound_1083,89.88,616.57,9.59,0.76,1.288,2.53,56.41,93.23,440.73,0.5243
Compound_1084,84.58,636.49,4.27,1.01,1.155,4.83,193.74,90.09,360.35,0.4752
Compound_1085,97.09,741.41,8.82,1.08,0.89,4.28,196.85,90.02,475.13,0.0536
Compound_1086,90.02,712.49,6.63,2.09,0.996,2.78,227.18,22.1,425.63,0.6061
Compound_1087,98.99,701.86,1.97,1.51,0.86,4.85,59.67,77.82,310.04,0.3686
Compound_1088,81.32,786.65,6.27,1.06,1.437,1.52,162.43,58.94,140.09,0.9322
Compound_1089,87.49,624.23,4.49,1.7,1.16,3.47,63.87,35.61,427.69,0.0799
Compound_1090,97.11,627.57,8.51,1.22,1.229,0.76,66.54,29.43,151.14,0.3124
Compound_1091,90.29,776.63,8.11,1.81,1.226,2.06,168.45,47.31,436.87,0.23
Compound_1092,80.11,795.4,2.82,2.28,1.401,0.38,76.6,54.57,343.69,0.2749
Compound_1093,94.34,778.47,3.92,0.55,1.325,1.07,258.62,47.83,330.83,0.8729
Compound_1094,97.27,711.46,2.88,2.05,1.103,0.96,276.11,27.83,110.32,0.0203
Compound_1095,92.45,798.5,3.8,1.14,1.038,3.4,64.53,93.62,189.01,0.9997
Compound_1096,83.43,831.46,3.01,0.66,1.412,4.29,150.89,73.22,322.83,0.853
Compound_1097,86.3,757.1,5.37,1.21,1.424,0.83,87.38,61.92,363.0,0.1946
Compound_1098,87.81,883.97,3.22,1.84,1.318,2.24,284.38,76.3,283.17,0.5693
Compound_1099,93.85,777.66,8.91,1.21,1.01,1.07,59.45,13.87,448.02,0.6784
Compound_1100,93.21,784.39,8.64,1.46,1.409,1.8,281.68,72.88,202.87,0.5641
Compound_1101,90.66,641.37,6.32,1.13,0.837,4.74,210.37,88.92,370.42,0.357
Compound_1102,90.25,802.72,9.64,1.01,1.412,4.62,217.6,93.81,259.15,0.953
Compound_1103,94.06,612.6,9.16,1.47,1.122,2.83,87.35,52.22,432.45,0.0155
Compound_1104,85.46,600.74,4.74,1.96,1.359,4.73,202.13,32.92,469.66,0.7753
Compound_1105,91.49,808.69,9.32,1.92,1.058,3.57,60.07,44.78,262.53,0.1668
Compound_1106,80.46,640.01,6.89,2.1,1.492,1.73,199.84,94.34,166.82,0.7176
Compound_1107,95.1,626.69,8.75,2.13,0.823,0.46,62.28,40.13,303.72,0.5323
Compound_1108,85.35,873.48,4.31,0.59,1.01,2.66,152.06,34.65,152.53,0.8192
Compound_1109,99.92,698.86,4.43,1.74,1.303,1.96,276.23,60.4,280.16,0.6467
Compound_1110,99.06,838.37,1.36,1.16,1.129,1.57,225.05,84.36,392.54,0.9893
Compound_1111,85.45,862.5,7.9,1.22,1.314,0.52,247.33,57.91,216.92,0.6558
Compound_1112,92.83,662.85,1.27,1.37,1.199,4.38,282.05,57.59,401.52,0.4393
Compound_1113,94.92,661.44,4.34,1.77,0.813,3.61,258.88,45.92,279.18,0.8513
Compound_1114,95.51,686.44,3.92,1.86,1.194,0.81,127.48,91.0,375.27,0.986
Compound_1115,95.34,882.59,2.95,2.04,0.814,3.35,167.32,41.21,444.96,0.8543
Compound_1116,80.45,782.85,4.31,1.33,1.382,1.55,285.76,26.17,365.09,0.6721
Compound_1117,85.04,697.43,8.51,2.02,1.03,2.67,65.42,28.79,294.33,0.086
Compound_1118,96.87,815.4,9.49,1.89,1.458,2.77,200.05,97.93,356.85,0.0308
Compound_1119,94.48,871.64,8.16,1.67,1.27,4.95,72.67,70.05,213.36,0.6401
Compound_1120,92.15,646.04,2.86,1.74,0.89,1.33,258.81,39.44,295.22,0.9411
Compound_1121,84.54,716.89,6.46,2.01,1.431,4.58,244.16,30.55,109.92,0.3838
Compound_1122,82.83,813.12,6.95,0.59,1.386,1.24,158.06,70.11,271.77,0.4413
Compound_1123,81.31,720.43,7.88,2.33,1.089,2.12,225.66,94.85,206.82,0.4401
Compound_1124,95.92,782.91,2.0,1.76,0.931,2.55,182.28,88.86,285.0,0.2794
Compound_1125,84.62,862.28,2.54,1.35,0.931,3.87,168.59,41.6,244.44,0.8522
Compound_1126,91.08,815.36,9.07,2.3,1.03,4.76,56.22,43.92,458.32,0.2746
Compound_1127,85.46,690.79,6.51,1.38,1.309,4.47,218.55,28.4,473.07,0.2645
Compound_1128,83.0,626.99,6.07,0.73,0.897,1.5,120.41,64.38,426.7,0.7613
Compound_1129,85.25,673.59,9.69,0.52,1.416,1.0,286.82,40.81,276.14,0.7071
Compound_1130,91.75,695.38,5.98,1.96,0.83,0.06,164.52,21.87,365.74,0.2141
Compound_1131,88.66,659.3,5.94,0.73,0.816,0.26,288.56,22.81,383.39,0.0679
Compound_1132,82.16,752.66,5.18,2.4,1.461,3.9,200.53,50.95,242.47,0.9471
Compound_1133,92.06,773.72,3.09,0.59,1.462,1.57,160.65,20.32,434.77,0.0276
Compound_1134,96.68,642.09,8.98,1.96,0.915,2.83,128.16,26.04,443.67,0.4035
Compound_1135,87.97,650.97,4.45,2.24,1.054,4.76,286.58,23.04,170.92,0.8627
Compound_1136,87.86,601.31,3.46,1.7,1.359,0.67,77.64,92.99,400.46,0.5898
Compound_1137,95.38,728.66,7.83,1.24,0.971,3.65,154.92,98.32,239.79,0.9217
Compound_1138,98.66,672.56,8.18,1.37,1.442,2.25,236.08,52.03,191.12,0.1994
Compound_1139,88.51,826.65,6.45,1.88,0.998,2.41,61.1,83.58,495.96,0.4069
Compound_1140,80.22,650.94,6.87,1.72,1.352,1.27,240.91,71.92,229.13,0.5455
Compound_1141,82.95,735.77,8.93,1.34,1.388,2.95,97.97,62.3,302.39,0.3986
Compound_1142,82.39,725.01,1.65,0.7,1.091,1.53,281.39,43.81,403.14,0.5302
Compound_1143,94.08,678.03,9.48,1.56,1.382,1.83,75.05,70.63,103.1,0.4753
Compound_1144,83.86,788.21,9.81,1.43,1.372,2.54,173.96,93.74,455.99,0.7858
Compound_1145,85.93,763.5,3.02,1.39,1.139,4.16,274.01,47.32,107.08,0.8618
Compound_1146,83.49,786.56,1.22,1.3,1.49,0.5,155.92,37.64,462.04,0.8693
Compound_1147,84.75,624.36,6.64,1.17,1.27,0.16,83.35,71.77,184.95,0.8576
Compound_1148,81.17,664.64,9.99,1.37,1.292,0.91,202.47,75.35,225.79,0.8289
Compound_1149,92.07,716.74,6.02,1.65,0.916,2.01,135.86,46.08,404.44,0.4825
Compound_1150,98.81,688.1,4.74,2.07,1.182,2.74,63.34,45.87,208.29,0.9993
Compound_1151,86.17,865.35,7.09,1.18,1.18,4.2,270.84,24.44,235.83,0.3352
Compound_1152,80.84,779.47,8.69,1.26,1.318,3.14,143.91,22.7,383.73,0.8546
Compound_1153,93.72,605.36,2.95,0.64,1.199,3.78,77.64,85.45,322.2,0.69
Compound_1154,99.43,625.1,9.11,0.75,1.075,4.26,276.56,55.57,337.64,0.7081
Compound_1155,96.66,636.45,8.29,1.46,1.115,2.12,177.3,95.05,319.28,0.9532
Compound_1156,83.61,817.24,8.31,1.86,1.225,2.82,265.23,83.95,148.92,0.8486
Compound_1157,88.28,676.11,8.83,1.36,1.366,1.32,50.98,54.59,140.09,0.7544
Compound_1158,85.52,733.09,1.78,1.07,1.347,0.76,211.79,92.57,371.93,0.811
Compound_1159,82.18,675.22,9.05,1.93,1.248,3.32,153.55,14.01,413.78,0.6787
Compound_1160,89.46,869.93,4.03,1.09,1.411,3.98,178.74,21.77,186.03,0.6562
Compound_1161,87.7,850.94,9.55,2.11,1.064,3.94,137.86,25.04,113.36,0.3857
Compound_1162,98.07,671.7,2.86,2.44,0.818,3.93,130.34,13.37,467.12,0.1396
Compound_1163,91.04,682.22,1.59,0.6,0.881,0.36,240.14,53.7,237.16,0.4184
Compound_1164,98.58,873.23,7.44,2.27,1.024,1.91,203.43,66.13,292.68,0.4007
Compound_1165,99.72,846.34,4.91,1.95,0.989,0.5,138.11,46.27,106.61,0.8148
Compound_1166,87.18,774.13,1.67,0.85,1.423,3.04,287.57,99.89,248.74,0.2988
Compound_1167,97.17,899.58,6.67,2.09,1.347,1.78,193.57,84.98,375.25,0.0212
Compound_1168,86.73,643.34,3.1,2.31,0.826,1.1,127.39,65.52,313.64,0.2183
Compound_1169,83.28,671.04,5.52,1.04,1.463,2.32,64.7,75.63,231.54,0.6535
Compound_1170,85.59,771.22,7.95,2.36,0.983,1.67,166.07,93.45,460.55,0.0899
Compound_1171,82.64,748.65,1.96,1.19,0.904,3.18,287.37,99.71,250.1,0.599
Compound_1172,97.13,635.24,7.21,1.32,0.944,2.01,68.99,72.59,201.1,0.3114
Compound_1173,82.42,859.4,5.44,1.64,1.199,2.05,98.13,77.06,150.82,0.1039
Compound_1174,94.2,662.65,3.76,1.45,1.115,3.54,205.86,68.0,385.62,0.2926
Compound_1175,86.45,731.4,3.77,2.47,1.37,0.82,51.4,13.85,197.63,0.1143
Compound_1176,90.67,857.4,7.63,0.93,1.08,2.54,252.55,85.52,463.89,0.5092
Compound_1177,93.89,633.54,6.09,1.0,1.102,3.17,114.25,14.7,104.09,0.0222
Compound_1178,80.17,633.11,3.16,0.94,1.491,1.53,81.86,59.1,443.18,0.6781
Compound_1179,85.92,768.48,7.43,1.96,1.267,4.35,267.53,62.1,271.94,0.6416
