Compound Name,Lot,Attrition resistance,Thermal Stability,Average particle size,Particle size distribution,density,rare earth oxides,catalyst surface area,micropore surface area,zeolite surface area,X-ray fluorescence
Compound_1664,Lot_1,84.2087,814.8108,5.245,0.695,1.0802,2.6064,258.9737,16.4672,243.9831,0.804
Compound_1664,Lot_2,84.1785,766.198,5.1745,0.6643,1.113,2.4727,252.3689,16.4922,228.8152,0.8309
Compound_1664,Lot_3,85.3872,820.3323,5.6355,0.6589,1.0509,2.5474,266.3474,16.6142,241.0833,0.8358
Compound_1665,Lot_1,91.0916,692.6192,8.2233,1.487,1.135,4.8096,279.1773,43.6131,162.1968,0.3383
Compound_1665,Lot_2,92.0041,670.4446,8.2642,1.5157,1.1295,4.771,283.0931,42.5013,150.9483,0.3407
Compound_1665,Lot_3,95.1326,655.8546,8.4436,1.423,1.1179,4.7759,293.0312,43.1946,149.1266,0.3286
Compound_1666,Lot_1,84.3254,614.0119,4.77,2.3516,1.4043,2.5588,199.4205,10.4039,195.2013,0.0249
Compound_1666,Lot_2,78.3378,582.2044,4.4108,2.2703,1.4371,2.5643,195.8617,10.8272,194.232,0.0239
Compound_1666,Lot_3,78.0797,609.1565,4.3911,2.2831,1.4335,2.6175,197.8796,10.9678,185.1293,0.026
Compound_1667,Lot_1,90.6958,667.5147,8.6625,1.8655,0.9343,0.809,205.3676,90.0004,370.2746,0.3557
Compound_1667,Lot_2,92.0029,641.3079,8.5036,1.8087,0.9352,0.7975,216.1509,94.9137,375.7378,0.3345
Compound_1667,Lot_3,90.7412,664.8355,8.5989,1.7513,0.9347,0.8169,216.819,93.4042,399.8735,0.3527
Compound_1668,Lot_1,92.014,708.5905,9.5262,1.9123,1.253,2.085,204.3116,41.8991,112.4107,0.4072
Compound_1668,Lot_2,91.0082,678.4935,9.7251,1.9263,1.173,2.0253,199.856,39.847,110.2313,0.3987
Compound_1668,Lot_3,94.1291,672.274,10.249,1.9278,1.2901,2.0744,211.4399,39.4886,116.5769,0.408
Compound_1669,Lot_1,97.2234,781.7028,1.6727,2.2136,0.9672,1.2142,119.7845,61.8185,323.2353,0.4851
Compound_1669,Lot_2,95.9692,791.6495,1.6771,2.2339,0.9907,1.2,122.3492,64.1077,331.6757,0.5075
Compound_1669,Lot_3,94.6544,771.324,1.7972,2.3777,0.9625,1.2686,127.2402,64.945,304.9609,0.4862
Compound_1670,Lot_1,94.1435,706.9191,8.1638,0.8845,1.3937,3.1724,220.5028,52.8443,385.0353,0.0792
Compound_1670,Lot_2,96.073,679.9787,8.1322,0.8251,1.362,3.4422,210.1848,53.3645,384.4934,0.0771
Compound_1670,Lot_3,91.363,692.9324,8.3383,0.8553,1.3492,3.1828,231.0007,52.5245,357.6963,0.0791
Compound_1671,Lot_1,96.1973,614.1029,2.3841,1.7107,1.2597,0.3796,277.7798,92.8452,353.216,0.4622
Compound_1671,Lot_2,93.2919,588.8054,2.2699,1.5967,1.2979,0.3861,267.7018,101.137,336.4424,0.4863
Compound_1671,Lot_3,92.295,608.3849,2.2235,1.5948,1.3111,0.3813,270.4654,100.0138,331.7321,0.4627
Compound_1672,Lot_1,93.2504,702.1023,5.706,2.3111,1.4581,4.4355,118.6831,29.9361,224.4329,0.4594
Compound_1672,Lot_2,97.3735,708.4605,5.4965,2.3192,1.4168,4.7694,115.3478,31.3085,216.3101,0.4281
Compound_1672,Lot_3,97.7366,687.5015,5.6395,2.4385,1.5175,4.4675,119.7143,30.9799,213.4051,0.4233
Compound_1673,Lot_1,84.369,686.4354,6.2774,2.129,1.3586,4.1673,56.2679,13.6247,415.1349,0.546
Compound_1673,Lot_2,90.2734,736.7535,6.8493,1.9769,1.2697,3.9673,55.952,14.7268,432.5065,0.5228
Compound_1673,Lot_3,89.5321,680.5669,6.7069,2.0356,1.2856,4.1792,56.3784,14.1801,424.4749,0.5245
Compound_1674,Lot_1,94.8137,638.2823,3.2018,1.7694,1.3915,4.5388,175.1345,56.5749,449.2513,0.5263
Compound_1674,Lot_2,86.9986,627.1783,3.3497,1.866,1.4317,4.5034,183.0253,58.2943,447.137,0.5288
Compound_1674,Lot_3,87.428,630.176,3.2506,1.7513,1.4312,4.4985,168.4114,58.5258,447.2496,0.5177
Compound_1675,Lot_1,90.8322,839.4803,7.7444,2.2919,0.968,2.561,259.2056,19.9827,432.1212,0.1888
Compound_1675,Lot_2,85.8442,864.0278,8.2366,2.4018,0.91,2.6536,269.5337,19.5102,405.5438,0.1824
Compound_1675,Lot_3,94.5189,888.3406,8.0488,2.2088,0.9584,2.5804,252.4291,20.0003,411.232,0.1746
Compound_1676,Lot_1,98.3285,801.8252,2.7726,1.4994,1.2391,3.1022,156.1617,86.9402,319.5121,0.5054
Compound_1676,Lot_2,94.474,781.8732,2.6921,1.419,1.2704,3.1643,155.7648,91.3759,316.4299,0.4835
Compound_1676,Lot_3,99.1556,762.328,2.6721,1.4644,1.3377,3.017,159.5249,92.7306,309.9763,0.4811
Compound_1677,Lot_1,82.1141,842.8912,2.4807,1.5906,1.3893,1.1221,172.8095,31.2762,384.1816,0.5567
Compound_1677,Lot_2,81.1822,879.2462,2.5527,1.5951,1.3505,1.0818,187.2968,30.6288,396.6463,0.5655
Compound_1677,Lot_3,83.4244,870.0964,2.4793,1.6363,1.3903,1.1041,181.2055,31.8089,423.8336,0.5697
Compound_1678,Lot_1,94.3902,908.6953,6.8658,1.8565,1.1927,1.8375,212.615,94.7349,267.7064,0.3104
Compound_1678,Lot_2,100.8359,905.5006,6.7357,1.9498,1.2412,1.8582,207.7502,91.0933,256.0269,0.3072
Compound_1678,Lot_3,97.554,844.7936,6.9674,1.9203,1.1354,1.9708,213.4594,94.7307,262.9407,0.2993
Compound_1679,Lot_1,83.7913,752.2062,1.6452,1.5715,1.1839,2.7977,145.916,63.3085,450.6702,0.9561
Compound_1679,Lot_2,83.9057,703.2704,1.6472,1.5214,1.119,2.9478,139.0093,66.0297,447.8799,0.9891
Compound_1679,Lot_3,92.0158,760.7984,1.605,1.4936,1.1413,3.0401,138.7005,65.5033,456.2217,0.9184
Compound_1680,Lot_1,92.2013,597.267,9.4348,1.8623,0.9935,0.7082,87.1108,26.2069,120.4527,0.8852
Compound_1680,Lot_2,90.1579,615.3162,10.076,1.8532,1.0317,0.7399,89.5521,25.1907,121.5506,0.865
Compound_1680,Lot_3,90.0834,619.6078,9.8927,1.9836,1.0444,0.7244,86.1856,25.6309,121.5918,0.9423
Compound_1681,Lot_1,88.0114,823.0264,8.1968,2.0421,1.3673,4.9721,166.3845,91.0394,401.5255,0.0689
Compound_1681,Lot_2,90.7017,830.0955,8.4558,2.0241,1.4756,4.8853,166.6602,98.8415,403.9813,0.0697
Compound_1681,Lot_3,95.2458,838.5336,8.3128,2.1625,1.4542,4.949,151.881,90.9691,396.9037,0.0691
Compound_1682,Lot_1,89.506,788.7574,9.4592,1.2463,1.223,0.0618,130.6705,14.8374,303.295,0.8547
Compound_1682,Lot_2,93.4741,811.6366,9.3883,1.2019,1.2373,0.0588,131.5323,15.2404,298.0532,0.8061
Compound_1682,Lot_3,89.8442,833.7995,8.9724,1.2692,1.1844,0.0583,135.8621,15.7934,300.0465,0.8266
Compound_1683,Lot_1,79.9656,733.7327,2.9047,0.7334,1.1237,0.4002,196.1553,12.9917,136.5905,0.5676
Compound_1683,Lot_2,80.4138,754.7312,2.8998,0.7285,1.2055,0.4102,195.3843,12.4147,136.1753,0.5666
Compound_1683,Lot_3,81.5579,740.766,2.7009,0.7043,1.1268,0.4149,202.3677,13.166,147.3565,0.5328
Compound_1684,Lot_1,96.2293,592.3986,5.9444,2.1352,1.31,0.6352,202.8476,69.5943,115.676,0.8753
Compound_1684,Lot_2,95.5206,628.1386,6.1831,2.2871,1.3099,0.6624,191.354,68.0235,111.0837,0.8632
Compound_1684,Lot_3,91.051,601.7538,5.9306,2.1541,1.2901,0.668,195.9092,69.9273,112.2767,0.8238
Compound_1685,Lot_1,96.1675,816.04,8.1705,1.9552,1.199,3.4459,246.084,70.4243,234.4151,0.374
Compound_1685,Lot_2,97.6306,862.1062,8.22,1.8947,1.261,3.4268,251.0057,72.2361,231.2893,0.3686
Compound_1685,Lot_3,100.2254,894.682,8.6195,2.0714,1.1949,3.2615,242.9099,71.0323,228.5412,0.3752
Compound_1686,Lot_1,95.6082,619.4277,7.5418,2.3281,1.2542,4.8902,217.0121,13.1313,441.6811,0.2929
Compound_1686,Lot_2,95.0846,585.5082,7.1906,2.3251,1.2412,4.8421,219.5367,13.205,440.4189,0.2767
Compound_1686,Lot_3,101.061,576.9206,7.2492,2.4421,1.267,5.0613,230.0345,12.5525,431.3411,0.2709
Compound_1687,Lot_1,86.96,668.4471,3.4625,1.3258,1.0418,3.0767,246.8008,35.7301,189.1603,0.6973
Compound_1687,Lot_2,88.8331,700.5932,3.5288,1.3568,1.0439,3.313,263.5775,35.7126,189.2569,0.6767
Compound_1687,Lot_3,90.2505,716.5616,3.4795,1.3624,1.1019,3.0955,257.8296,37.4804,192.3591,0.7001
Compound_1688,Lot_1,93.9476,868.9835,1.1515,2.2451,1.1898,3.042,72.7455,48.3083,182.1143,0.257
Compound_1688,Lot_2,96.9111,907.0225,1.142,2.2688,1.1897,3.0257,69.6562,50.153,186.7712,0.2555
Compound_1688,Lot_3,93.6348,898.0058,1.1565,2.2867,1.1944,3.2654,75.4905,47.526,199.7288,0.2501
Compound_1689,Lot_1,91.0514,880.9785,7.4702,1.74,1.2314,2.2157,302.5375,58.9978,199.7172,0.2361
Compound_1689,Lot_2,86.6404,876.5085,7.4672,1.6909,1.1315,2.0726,295.6867,61.2335,196.9484,0.2213
Compound_1689,Lot_3,90.5264,872.481,7.4604,1.7122,1.1646,2.2348,280.9419,57.6405,194.0164,0.2366
Compound_1690,Lot_1,96.1292,781.2566,1.0933,2.0644,1.256,3.4541,68.0252,42.4551,481.3719,0.8349
Compound_1690,Lot_2,95.8534,768.6798,1.0669,2.1508,1.3347,3.2464,64.7615,41.2513,454.2896,0.8633
Compound_1690,Lot_3,93.8649,789.6962,1.0968,2.178,1.3401,3.4398,68.6272,40.7002,464.2764,0.8485
Compound_1691,Lot_1,89.9731,644.8009,5.172,1.248,1.2976,4.5973,133.9848,16.0973,470.0323,0.038
Compound_1691,Lot_2,83.5575,620.3754,4.8708,1.2197,1.2839,5.0431,147.1862,15.7186,474.7235,0.0391
Compound_1691,Lot_3,87.8731,643.065,4.9843,1.1815,1.3339,4.9915,136.2054,15.2138,462.7833,0.0376
Compound_1692,Lot_1,96.2259,822.6442,9.0075,0.8859,0.8636,2.5036,161.0543,41.5376,502.4212,0.7858
Compound_1692,Lot_2,95.3744,790.3555,9.8871,0.931,0.7906,2.443,166.2426,38.9375,493.8093,0.8119
Compound_1692,Lot_3,96.8218,790.782,9.9074,0.9365,0.8623,2.5418,157.4268,41.4075,469.1612,0.8504
Compound_1693,Lot_1,93.6206,631.9872,7.5328,1.937,1.1236,4.669,94.6462,33.7085,128.3419,0.8188
Compound_1693,Lot_2,89.1572,640.7907,7.9037,1.99,1.089,4.4735,88.0393,33.1382,122.0913,0.7852
Compound_1693,Lot_3,90.2179,625.8934,7.8718,1.9012,1.1048,4.4811,91.6643,33.2995,120.113,0.8339
Compound_1694,Lot_1,92.05,687.0524,2.3957,0.5797,0.9294,2.2257,111.5711,32.4342,451.4777,0.5299
Compound_1694,Lot_2,88.3746,695.7189,2.4451,0.5553,0.9574,2.2155,112.5123,32.8857,439.9257,0.5165
Compound_1694,Lot_3,94.1874,714.3098,2.5031,0.5815,0.9424,2.274,117.0914,33.3991,442.0019,0.5123
Compound_1695,Lot_1,94.4953,597.4873,4.1436,1.45,0.9669,0.5853,263.8825,96.9868,126.0261,0.3603
Compound_1695,Lot_2,96.6736,613.7491,4.1654,1.4005,0.905,0.6157,279.1794,96.7992,131.8832,0.3647
Compound_1695,Lot_3,97.6979,620.2271,4.0918,1.429,0.9122,0.5908,264.6202,98.7042,134.7011,0.3557
Compound_1696,Lot_1,98.4412,614.7977,6.5317,2.4287,1.4412,2.3343,87.5738,27.7502,435.0072,0.8667
Compound_1696,Lot_2,102.8384,633.7783,6.8495,2.4434,1.5187,2.4157,94.6373,27.4695,468.8405,0.9565
Compound_1696,Lot_3,94.4993,617.0747,6.7466,2.5185,1.4128,2.3833,94.2503,27.1967,438.3163,0.9573
Compound_1697,Lot_1,95.164,846.2328,7.5826,1.8844,1.4373,3.5097,181.63,31.5917,381.5987,0.4572
Compound_1697,Lot_2,94.7685,790.7902,7.3147,1.8215,1.3336,3.3592,181.6436,31.3997,388.9542,0.4726
Compound_1697,Lot_3,90.9682,795.0819,7.9412,1.7802,1.3941,3.4539,177.9797,29.8574,411.7502,0.4733
Compound_1698,Lot_1,85.1653,862.6797,6.9306,2.4329,0.9077,3.2668,113.8636,91.7475,133.6736,0.6712
Compound_1698,Lot_2,88.3597,837.3768,7.2257,2.3112,0.9292,3.3741,112.7922,93.7977,144.5176,0.6382
Compound_1698,Lot_3,85.0591,835.1969,7.3128,2.2632,0.9241,3.1163,114.4648,95.5483,136.8608,0.6566
Compound_1699,Lot_1,98.9168,693.3857,9.2618,2.2526,1.026,0.0403,129.6781,36.9275,472.4763,0.9471
Compound_1699,Lot_2,93.1885,730.1994,9.7352,2.1771,0.9969,0.0414,119.9789,36.8881,462.0645,0.9953
Compound_1699,Lot_3,94.5826,712.6191,9.8297,2.1857,1.0048,0.0403,118.7393,36.6028,472.7101,0.946
Compound_1700,Lot_1,84.5021,759.5685,5.92,0.6795,1.0533,1.5955,182.4003,68.9556,370.0674,0.1396
Compound_1700,Lot_2,82.3022,777.8591,5.7173,0.6633,1.0657,1.5347,186.0455,67.3977,380.7416,0.1383
Compound_1700,Lot_3,81.0684,728.0439,6.0974,0.7145,1.0404,1.6398,182.016,69.424,371.1592,0.1385
Compound_1701,Lot_1,92.4185,810.9236,9.4407,1.4355,1.4823,4.3145,153.888,43.3629,451.7837,0.7153
Compound_1701,Lot_2,97.7007,797.4918,9.0569,1.3749,1.3669,4.3006,160.3629,46.4381,465.8942,0.7279
Compound_1701,Lot_3,99.3656,790.3327,9.3869,1.3774,1.493,4.1144,161.7414,45.5844,462.7142,0.6878
Compound_1702,Lot_1,93.8722,803.3789,6.5079,0.7548,0.9601,4.6528,123.4333,17.9896,399.1546,0.7176
Compound_1702,Lot_2,97.9767,812.1516,6.2314,0.7068,0.9749,4.6611,133.6461,18.3482,384.5432,0.7248
Compound_1702,Lot_3,95.7091,805.0147,6.2052,0.707,1.0392,4.7028,127.9747,18.5238,383.4571,0.7462
Compound_1703,Lot_1,83.09,690.9577,5.3598,0.5339,1.4168,1.6024,268.0456,81.9035,377.6058,0.3233
Compound_1703,Lot_2,89.5008,676.0303,5.411,0.5475,1.3935,1.5165,257.5727,85.0944,357.9372,0.3318
Compound_1703,Lot_3,89.9286,667.0472,5.177,0.5219,1.3062,1.6112,255.3096,82.0973,381.9838,0.3195
Compound_1704,Lot_1,93.705,725.8489,3.954,2.164,1.0956,4.2345,76.3688,22.9483,481.2632,0.5968
Compound_1704,Lot_2,87.3003,744.6331,3.8804,2.1781,1.1505,4.3078,78.6837,22.7511,509.7508,0.5881
Compound_1704,Lot_3,90.4851,749.6265,4.203,2.2226,1.1885,4.0488,79.5375,22.0584,492.2268,0.6052
Compound_1705,Lot_1,92.9203,740.1578,3.0829,1.8586,0.819,2.968,198.8372,94.2439,321.3605,0.1321
Compound_1705,Lot_2,86.5531,792.4814,2.9765,2.0215,0.8939,2.914,195.1656,90.9876,299.5759,0.1397
Compound_1705,Lot_3,93.0671,760.3278,2.808,1.8711,0.8248,2.9153,193.9384,91.9709,311.8177,0.134
Compound_1706,Lot_1,94.247,616.6429,2.8708,0.5539,1.1094,0.4098,175.1334,91.062,372.5752,0.0758
Compound_1706,Lot_2,94.9165,615.2301,2.8066,0.5494,1.2157,0.441,167.0617,96.6465,377.0411,0.0764
Compound_1706,Lot_3,93.1002,613.9942,2.7521,0.5836,1.1294,0.4015,171.552,91.5575,385.9676,0.0744
Compound_1707,Lot_1,80.8348,798.9273,8.9026,0.5703,1.4328,2.784,188.4348,92.3289,414.4604,0.8761
Compound_1707,Lot_2,84.6693,776.7037,8.983,0.5585,1.4367,2.8074,185.0695,93.0163,388.6489,0.8681
Compound_1707,Lot_3,84.7749,790.7127,8.8663,0.5529,1.3052,2.9441,191.241,100.3161,395.5703,0.8815
Compound_1708,Lot_1,84.9574,767.0637,6.3454,1.1708,1.1987,1.1843,88.9256,44.7044,414.1711,0.9075
Compound_1708,Lot_2,86.7443,775.1485,6.5095,1.1308,1.1799,1.2192,86.1275,44.1289,384.0097,0.8935
Compound_1708,Lot_3,85.6849,763.6562,6.2417,1.1843,1.2474,1.1991,84.261,43.1593,404.9819,0.8966
Compound_1709,Lot_1,90.121,825.0612,1.9127,2.3301,1.2493,3.8378,255.0649,33.9239,325.0249,0.9949
Compound_1709,Lot_2,91.3683,803.6736,1.88,2.3494,1.1712,3.8766,253.8233,33.6586,308.5907,0.93
Compound_1709,Lot_3,89.0086,774.6123,1.8828,2.27,1.2227,3.8989,245.4569,34.4052,318.1147,0.96
Compound_1710,Lot_1,81.1462,830.5783,9.344,1.1181,1.3358,4.4398,246.9933,30.8631,229.2811,0.0369
Compound_1710,Lot_2,85.7554,767.4345,9.2137,1.139,1.411,4.8487,241.3786,30.7293,225.689,0.0354
Compound_1710,Lot_3,84.1386,783.4928,9.8651,1.0722,1.3979,4.4764,235.7045,31.1673,235.0791,0.0355
Compound_1711,Lot_1,95.3709,835.6793,6.8687,1.2442,0.8526,3.7257,234.8131,92.6619,398.7699,0.8126
Compound_1711,Lot_2,99.4163,839.2137,6.6356,1.1655,0.8843,3.8244,225.4985,95.3704,400.2422,0.8239
Compound_1711,Lot_3,101.3634,840.9634,6.4221,1.2382,0.876,3.6037,239.0287,94.6722,409.0592,0.7971
Compound_1712,Lot_1,95.8769,767.0665,4.7913,2.246,1.2496,1.913,69.4775,34.6084,317.2307,0.27
Compound_1712,Lot_2,95.7772,785.7727,4.716,2.2087,1.2878,2.0165,67.5599,37.9295,322.0139,0.2675
Compound_1712,Lot_3,98.152,819.3658,4.8757,2.3887,1.1969,2.0786,67.7319,36.6749,312.5973,0.2629
Compound_1713,Lot_1,88.0441,730.5721,2.6195,2.0644,1.1665,2.7995,87.5746,40.3846,265.7874,0.7926
Compound_1713,Lot_2,82.1697,733.5631,2.6157,2.1233,1.14,2.7981,86.2746,39.6808,252.736,0.7969
Compound_1713,Lot_3,82.2209,769.3291,2.5569,2.0579,1.0868,2.779,83.8976,39.4782,255.308,0.8068
Compound_1714,Lot_1,96.4926,692.2028,6.383,0.9589,1.4432,4.6936,193.6667,74.1529,408.4139,0.6944
Compound_1714,Lot_2,94.9104,642.9614,6.755,0.9488,1.5296,4.5423,196.6779,73.8269,413.0995,0.7142
Compound_1714,Lot_3,97.0563,645.9249,6.8057,0.9883,1.5308,4.7632,189.9094,72.6785,414.8134,0.7378
Compound_1715,Lot_1,97.2538,919.0252,6.1287,1.8163,1.3522,3.1866,227.993,30.4362,256.2086,0.1509
Compound_1715,Lot_2,90.096,872.1228,6.2116,1.7869,1.3998,3.4099,242.8095,30.8347,252.3849,0.1535
Compound_1715,Lot_3,94.3918,870.5536,6.3081,1.8151,1.4247,3.4332,238.9044,32.3868,255.0708,0.1525
Compound_1716,Lot_1,90.7843,747.3414,10.4363,1.7837,1.3885,1.701,254.2413,65.6745,361.9483,0.2919
Compound_1716,Lot_2,86.6224,753.5643,10.3611,1.6639,1.3166,1.7296,260.1035,65.9372,381.1818,0.2861
Compound_1716,Lot_3,87.8066,769.8461,10.1928,1.6496,1.3136,1.6912,252.3058,63.7373,367.5249,0.2851
Compound_1717,Lot_1,92.001,822.2806,6.2125,2.2418,1.3753,5.0603,217.4832,97.1414,449.9087,0.271
Compound_1717,Lot_2,90.7935,823.9245,6.2839,2.3046,1.4407,5.0815,226.9186,100.1563,432.9589,0.2811
Compound_1717,Lot_3,90.2366,801.2842,6.098,2.3676,1.397,4.9818,214.9959,96.4798,443.6666,0.2688
Compound_1718,Lot_1,90.4452,695.3634,1.0022,0.8782,0.8387,3.7124,163.7863,39.5039,397.0098,0.8058
Compound_1718,Lot_2,85.9868,652.5088,0.9959,0.9158,0.8032,3.4565,160.4872,37.4652,387.3303,0.8067
Compound_1718,Lot_3,89.9451,691.2631,1.0144,0.8868,0.7629,3.5202,151.4014,36.5154,404.0383,0.8434
Compound_1719,Lot_1,94.996,763.8993,5.3726,1.0793,0.9809,1.0863,149.5827,96.3231,97.7708,0.1985
Compound_1719,Lot_2,98.3274,792.2485,5.3105,1.1103,1.0033,1.0776,147.8414,99.2552,103.4848,0.1916
Compound_1719,Lot_3,101.793,755.6212,5.378,1.1281,0.9237,1.0997,145.9311,98.3263,102.7175,0.2058
Compound_1720,Lot_1,82.5035,842.0813,4.0435,1.3445,0.8614,2.052,73.1789,55.3632,145.8154,0.7701
Compound_1720,Lot_2,83.4563,824.3577,4.0217,1.3899,0.9174,2.0482,78.3928,57.6072,144.6056,0.8049
Compound_1720,Lot_3,84.2903,783.9313,4.2012,1.4233,0.9274,2.0643,76.0272,58.5081,142.9705,0.7788
Compound_1721,Lot_1,87.9962,847.7774,4.9918,1.2511,0.9116,2.5735,170.8877,52.5077,410.7985,0.8423
Compound_1721,Lot_2,86.8496,777.2975,4.877,1.3035,0.8475,2.6122,186.8665,51.9245,381.7806,0.8668
Compound_1721,Lot_3,91.2859,804.4669,4.578,1.2547,0.8924,2.6769,178.569,53.2744,390.297,0.8521
Compound_1722,Lot_1,91.0836,623.8159,6.8493,0.6464,1.2482,1.8315,82.2302,83.7876,345.4956,0.3696
Compound_1722,Lot_2,97.7484,613.618,6.4678,0.6394,1.2303,1.8353,86.5125,85.9167,341.8753,0.3542
Compound_1722,Lot_3,97.3473,662.35,6.9061,0.6409,1.2604,1.8743,82.665,90.2722,336.5956,0.3647
Compound_1723,Lot_1,78.2243,777.1862,9.5884,1.7498,1.4815,0.6684,197.312,80.3646,299.303,0.0941
Compound_1723,Lot_2,79.8945,766.5818,9.6996,1.6284,1.4885,0.684,199.0312,80.531,307.1555,0.0913
Compound_1723,Lot_3,77.9273,758.9568,9.2505,1.6389,1.5293,0.6753,188.3549,78.8054,297.4932,0.0953
Compound_1724,Lot_1,96.1986,814.6982,7.5287,2.0822,1.3848,3.2535,104.8443,48.4987,401.4229,0.9689
Compound_1724,Lot_2,93.1499,779.8117,7.5527,2.0112,1.3428,3.2034,107.0139,47.1271,429.898,0.9291
Compound_1724,Lot_3,88.4149,771.1838,7.5674,1.9604,1.3347,3.3673,99.3364,47.5767,428.4979,0.9313
Compound_1725,Lot_1,83.8334,754.4176,3.8726,0.9731,1.1303,3.1171,50.3692,84.1245,420.9755,0.9388
Compound_1725,Lot_2,78.6321,784.4064,3.8427,0.9929,1.171,2.9817,54.2041,78.4651,418.999,0.92
Compound_1725,Lot_3,79.557,742.5133,3.7329,0.9375,1.1628,2.9441,53.1572,77.2785,446.3908,0.9197
Compound_1726,Lot_1,87.0229,782.0439,4.9417,1.1464,1.157,4.0849,55.431,97.0605,444.5403,0.7389
Compound_1726,Lot_2,80.2672,785.1351,4.8665,1.202,1.2504,3.8348,56.9967,96.613,435.9805,0.726
Compound_1726,Lot_3,83.6172,745.4595,4.8696,1.1313,1.251,3.9312,55.9238,101.8434,423.8828,0.7645
Compound_1727,Lot_1,90.894,731.6521,7.4529,1.3056,1.4829,0.8736,127.7444,59.5165,229.3096,0.4204
Compound_1727,Lot_2,94.9867,745.9816,8.1071,1.2631,1.4311,0.8558,120.9436,59.6989,220.9084,0.4274
Compound_1727,Lot_3,96.9741,727.4679,7.7154,1.3042,1.4032,0.8873,120.2608,60.2378,226.33,0.4122
Compound_1728,Lot_1,88.1265,838.0124,5.9446,1.2227,0.9879,2.1287,173.2439,80.5206,149.0083,0.2295
Compound_1728,Lot_2,86.8669,837.4526,5.5354,1.2387,0.938,2.0997,174.4646,75.2635,145.1714,0.2271
Compound_1728,Lot_3,93.6616,891.8299,5.4823,1.191,0.9898,2.0642,176.2466,79.9493,142.9354,0.2247
Compound_1729,Lot_1,85.6024,710.0443,4.479,2.1903,1.0256,2.6295,200.9339,31.7279,395.8906,0.5661
Compound_1729,Lot_2,89.2858,721.0332,4.6028,2.1914,0.9991,2.3921,209.6458,29.8875,394.4308,0.5372
Compound_1729,Lot_3,83.5902,727.2228,4.3269,2.0323,1.0102,2.4178,214.4987,31.2765,402.0258,0.5571
Compound_1730,Lot_1,93.3154,845.0602,3.0477,2.193,1.2036,3.0036,258.3561,81.3914,339.7538,0.7546
Compound_1730,Lot_2,92.8052,808.4367,3.1446,2.2714,1.1469,3.1073,269.1639,83.2416,345.9364,0.7372
Compound_1730,Lot_3,87.511,814.5075,3.1976,2.241,1.1644,2.9355,255.9462,81.017,332.0168,0.7521
Compound_1731,Lot_1,86.3734,788.4854,1.556,0.6884,1.3407,0.2975,93.2991,80.0778,98.8144,0.2911
Compound_1731,Lot_2,91.6598,766.7274,1.6218,0.6961,1.3196,0.3018,94.1766,81.9537,103.795,0.2768
Compound_1731,Lot_3,84.8171,774.4214,1.596,0.698,1.3135,0.3052,87.9239,83.8628,102.5004,0.2843
Compound_1732,Lot_1,91.738,795.3789,7.6362,1.5602,1.1224,3.6219,174.4294,66.5547,445.0149,0.3935
Compound_1732,Lot_2,93.1754,771.8381,7.8293,1.5283,1.1092,3.7352,175.0923,62.8562,454.9099,0.3867
Compound_1732,Lot_3,92.7488,791.8123,7.9143,1.4858,1.1975,3.6576,177.5772,62.3478,468.904,0.3993
Compound_1733,Lot_1,86.5307,626.8698,6.2292,0.543,1.1386,3.9493,187.6803,33.9304,426.4187,0.2769
Compound_1733,Lot_2,90.0887,593.2074,6.4596,0.5723,1.1097,4.1615,188.2535,35.4645,426.639,0.2663
Compound_1733,Lot_3,84.2057,626.3544,6.4187,0.5529,1.2002,4.1878,183.035,32.8614,393.7924,0.268
Compound_1734,Lot_1,95.3091,765.0956,2.4692,2.2769,0.9177,5.1274,52.5704,34.8189,186.4264,0.0139
Compound_1734,Lot_2,94.4477,820.4971,2.6102,2.3788,0.9479,4.9308,53.8753,34.7367,180.2421,0.0137
Compound_1734,Lot_3,91.3211,787.2073,2.4784,2.2555,0.9029,4.7196,53.2986,32.3885,186.9326,0.0136
Compound_1735,Lot_1,97.1078,834.1293,8.3678,1.0477,1.0932,3.4603,156.4148,75.92,351.3779,0.1095
Compound_1735,Lot_2,97.3467,831.2537,7.8839,1.0427,1.073,3.185,164.8809,71.2336,338.6288,0.1198
Compound_1735,Lot_3,95.1899,803.8345,8.1333,1.0272,1.1512,3.357,163.771,70.4328,349.4916,0.1156
Compound_1736,Lot_1,96.7618,797.484,7.2277,0.7791,0.9497,1.9166,123.0265,29.0865,442.7348,0.6693
Compound_1736,Lot_2,92.3659,808.1362,6.6957,0.8025,0.9912,2.0336,114.4106,31.985,440.7379,0.6427
Compound_1736,Lot_3,95.4373,820.3336,6.5677,0.8293,0.9876,1.9278,119.5186,29.8673,430.5807,0.6455
Compound_1737,Lot_1,90.2882,655.3853,9.6101,0.896,1.3853,4.8873,221.9251,94.9808,357.8672,0.2269
Compound_1737,Lot_2,91.5356,692.8912,8.8864,0.8997,1.3215,4.8418,226.9705,101.4697,356.8478,0.2167
Compound_1737,Lot_3,88.9847,653.196,8.9632,0.8847,1.3079,4.718,232.476,97.1227,363.6097,0.2069
Compound_1738,Lot_1,88.0589,713.4087,1.0604,1.9383,1.0245,4.0256,134.4239,51.8819,472.1141,0.2483
Compound_1738,Lot_2,84.4845,721.7848,1.0589,1.9102,0.9706,4.1217,141.7387,54.5794,500.8435,0.2368
